CURSAT ver 2.1              Date:         03-02-2020      Hour:       13:05:34
Input file:   seedbank.txt
Accumulation pseudoreplicates' file:      accum_seedbank_boot.txt
Dataset pseudoreplicates' file:           pseud_seedbank_boot.txt
Number of columns (sampling events):       121 
Number of rows (species, OTUs, ojects,...):              34 
Number of repetitions:       100 
Seed number:  12348695

Bootstrap (resampling with replacement)

Bootstrap replicate	Sampling event	Accumulation per n. of events	
 24 	 60 	 31 	
 24 	 61 	 31 	
 24 	 62 	 31 	
 24 	 63 	 31 	
 24 	 64 	 31 	
 24 	 65 	 31 	
 24 	 66 	 31 	
 24 	 67 	 31 	
 24 	 68 	 31 	
 24 	 69 	 31 	
 24 	 70 	 32 	
 24 	 71 	 32 	
 24 	 72 	 32 	
 24 	 73 	 32 	
 24 	 74 	 32 	
 24 	 75 	 32 	
 24 	 76 	 32 	
 24 	 77 	 32 	
 24 	 78 	 32 	
 24 	 79 	 32 	
 24 	 80 	 32 	
 24 	 81 	 32 	
 24 	 82 	 32 	
 24 	 83 	 32 	
 24 	 84 	 32 	
 24 	 85 	 32 	
 24 	 86 	 32 	
 24 	 87 	 32 	
 24 	 88 	 32 	
 24 	 89 	 32 	
 24 	 90 	 32 	
 24 	 91 	 32 	
 24 	 92 	 32 	
 24 	 93 	 32 	
 24 	 94 	 33 	
 24 	 95 	 33 	
 24 	 96 	 33 	
 24 	 97 	 33 	
 24 	 98 	 33 	
 24 	 99 	 33 	
 24 	 100 	 33 	
 24 	 101 	 33 	
 24 	 102 	 33 	
 24 	 103 	 33 	
 24 	 104 	 34 	
 24 	 105 	 34 	
 24 	 106 	 34 	
 24 	 107 	 34 	
 24 	 108 	 34 	
 24 	 109 	 34 	
 24 	 110 	 34 	
 24 	 111 	 34 	
 24 	 112 	 34 	
 24 	 113 	 34 	
 24 	 114 	 34 	
 24 	 115 	 34 	
 24 	 116 	 34 	
 24 	 117 	 34 	
 24 	 118 	 34 	
 24 	 119 	 34 	
 24 	 120 	 34 	
 24 	 121 	 34 	
 25 	 1 	 1 	
 25 	 2 	 3 	
 25 	 3 	 5 	
 25 	 4 	 8 	
 25 	 5 	 9 	
 25 	 6 	 12 	
 25 	 7 	 13 	
 25 	 8 	 13 	
 25 	 9 	 14 	
 25 	 10 	 15 	
 25 	 11 	 16 	
 25 	 12 	 18 	
 25 	 13 	 19 	
 25 	 14 	 20 	
 25 	 15 	 20 	
 25 	 16 	 21 	
 25 	 17 	 24 	
 25 	 18 	 24 	
 25 	 19 	 24 	
 25 	 20 	 24 	
 25 	 21 	 25 	
 25 	 22 	 27 	
 25 	 23 	 27 	
 25 	 24 	 27 	
 25 	 25 	 27 	
 25 	 26 	 27 	
 25 	 27 	 27 	
 25 	 28 	 28 	
 25 	 29 	 28 	
 25 	 30 	 28 	
 25 	 31 	 28 	
 25 	 32 	 28 	
 25 	 33 	 28 	
 25 	 34 	 28 	
 25 	 35 	 28 	
 25 	 36 	 28 	
 25 	 37 	 29 	
 25 	 38 	 29 	
 25 	 39 	 29 	
 25 	 40 	 29 	
 25 	 41 	 29 	
 25 	 42 	 29 	
 25 	 43 	 29 	
 25 	 44 	 29 	
 25 	 45 	 29 	
 25 	 46 	 29 	
 25 	 47 	 30 	
 25 	 48 	 30 	
 25 	 49 	 30 	
 25 	 50 	 30 	
 25 	 51 	 30 	
 25 	 52 	 30 	
 25 	 53 	 30 	
 25 	 54 	 30 	
 25 	 55 	 30 	
 25 	 56 	 30 	
 25 	 57 	 30 	
 25 	 58 	 30 	
 25 	 59 	 30 	
 25 	 60 	 30 	
 25 	 61 	 30 	
 25 	 62 	 30 	
 25 	 63 	 30 	
 25 	 64 	 30 	
 25 	 65 	 30 	
 25 	 66 	 30 	
 25 	 67 	 30 	
 25 	 68 	 30 	
 25 	 69 	 30 	
 25 	 70 	 30 	
 25 	 71 	 30 	
 25 	 72 	 30 	
 25 	 73 	 30 	
 25 	 74 	 30 	
 25 	 75 	 30 	
 25 	 76 	 30 	
 25 	 77 	 30 	
 25 	 78 	 30 	
 25 	 79 	 30 	
 25 	 80 	 30 	
 25 	 81 	 30 	
 25 	 82 	 30 	
 25 	 83 	 30 	
 25 	 84 	 30 	
 25 	 85 	 30 	
 25 	 86 	 30 	
 25 	 87 	 30 	
 25 	 88 	 30 	
 25 	 89 	 30 	
 25 	 90 	 30 	
 25 	 91 	 31 	
 25 	 92 	 31 	
 25 	 93 	 31 	
 25 	 94 	 31 	
 25 	 95 	 31 	
 25 	 96 	 31 	
 25 	 97 	 31 	
 25 	 98 	 31 	
 25 	 99 	 31 	
 25 	 100 	 31 	
 25 	 101 	 31 	
 25 	 102 	 31 	
 25 	 103 	 31 	
 25 	 104 	 31 	
 25 	 105 	 31 	
 25 	 106 	 32 	
 25 	 107 	 32 	
 25 	 108 	 32 	
 25 	 109 	 33 	
 25 	 110 	 33 	
 25 	 111 	 33 	
 25 	 112 	 33 	
 25 	 113 	 33 	
 25 	 114 	 33 	
 25 	 115 	 33 	
 25 	 116 	 33 	
 25 	 117 	 33 	
 25 	 118 	 33 	
 25 	 119 	 33 	
 25 	 120 	 33 	
 25 	 121 	 33 	
 26 	 1 	 5 	
 26 	 2 	 7 	
 26 	 3 	 10 	
 26 	 4 	 12 	
 26 	 5 	 15 	
 26 	 6 	 15 	
 26 	 7 	 17 	
 26 	 8 	 17 	
 26 	 9 	 18 	
 26 	 10 	 18 	
 26 	 11 	 18 	
 26 	 12 	 19 	
 26 	 13 	 19 	
 26 	 14 	 19 	
 26 	 15 	 19 	
 26 	 16 	 19 	
 26 	 17 	 20 	
 26 	 18 	 22 	
 26 	 19 	 22 	
 26 	 20 	 22 	
 26 	 21 	 23 	
 26 	 22 	 24 	
 26 	 23 	 24 	
 26 	 24 	 24 	
 26 	 25 	 24 	
 26 	 26 	 24 	
 26 	 27 	 24 	
 26 	 28 	 25 	
 26 	 29 	 25 	
 26 	 30 	 25 	
 26 	 31 	 26 	
 26 	 32 	 26 	
 26 	 33 	 27 	
 26 	 34 	 27 	
 26 	 35 	 28 	
 26 	 36 	 28 	
 26 	 37 	 28 	
 26 	 38 	 28 	
 26 	 39 	 28 	
 26 	 40 	 28 	
 26 	 41 	 28 	
 26 	 42 	 28 	
 26 	 43 	 28 	
 26 	 44 	 29 	
 26 	 45 	 29 	
 26 	 46 	 29 	
 26 	 47 	 29 	
 26 	 48 	 30 	
 26 	 49 	 30 	
 26 	 50 	 30 	
 26 	 51 	 30 	
 26 	 52 	 30 	
 26 	 53 	 30 	
 26 	 54 	 30 	
 26 	 55 	 30 	
 26 	 56 	 30 	
 26 	 57 	 30 	
 26 	 58 	 30 	
 26 	 59 	 30 	
 26 	 60 	 30 	
 26 	 61 	 30 	
 26 	 62 	 32 	
 26 	 63 	 32 	
 26 	 64 	 32 	
 26 	 65 	 32 	
 26 	 66 	 32 	
 26 	 67 	 33 	
 26 	 68 	 33 	
 26 	 69 	 33 	
 26 	 70 	 33 	
 26 	 71 	 33 	
 26 	 72 	 33 	
 26 	 73 	 33 	
 26 	 74 	 33 	
 26 	 75 	 33 	
 26 	 76 	 33 	
 26 	 77 	 33 	
 26 	 78 	 33 	
 26 	 79 	 33 	
 26 	 80 	 33 	
 26 	 81 	 33 	
 26 	 82 	 33 	
 26 	 83 	 33 	
 26 	 84 	 33 	
 26 	 85 	 33 	
 26 	 86 	 33 	
 26 	 87 	 33 	
 26 	 88 	 33 	
 26 	 89 	 33 	
 26 	 90 	 33 	
 26 	 91 	 33 	
 26 	 92 	 33 	
 26 	 93 	 33 	
 26 	 94 	 33 	
 26 	 95 	 33 	
 26 	 96 	 33 	
 26 	 97 	 33 	
 26 	 98 	 33 	
 26 	 99 	 33 	
 26 	 100 	 33 	
 26 	 101 	 33 	
 26 	 102 	 33 	
 26 	 103 	 33 	
 26 	 104 	 33 	
 26 	 105 	 33 	
 26 	 106 	 33 	
 26 	 107 	 33 	
 26 	 108 	 33 	
 26 	 109 	 33 	
 26 	 110 	 33 	
 26 	 111 	 33 	
 26 	 112 	 33 	
 26 	 113 	 33 	
 26 	 114 	 33 	
 26 	 115 	 33 	
 26 	 116 	 33 	
 26 	 117 	 33 	
 26 	 118 	 34 	
 26 	 119 	 34 	
 26 	 120 	 34 	
 26 	 121 	 34 	
 27 	 1 	 7 	
 27 	 2 	 8 	
 27 	 3 	 10 	
 27 	 4 	 14 	
 27 	 5 	 17 	
 27 	 6 	 18 	
 27 	 7 	 18 	
 27 	 8 	 18 	
 27 	 9 	 19 	
 27 	 10 	 19 	
 27 	 11 	 19 	
 27 	 12 	 19 	
 27 	 13 	 19 	
 27 	 14 	 21 	
 27 	 15 	 21 	
 27 	 16 	 21 	
 27 	 17 	 22 	
 27 	 18 	 22 	
 27 	 19 	 22 	
 27 	 20 	 23 	
 27 	 21 	 24 	
 27 	 22 	 24 	
 27 	 23 	 25 	
 27 	 24 	 25 	
 27 	 25 	 25 	
 27 	 26 	 25 	
 27 	 27 	 25 	
 27 	 28 	 25 	
 27 	 29 	 25 	
 27 	 30 	 26 	
 27 	 31 	 28 	
 27 	 32 	 28 	
 27 	 33 	 28 	
 27 	 34 	 28 	
 27 	 35 	 28 	
 27 	 36 	 30 	
 27 	 37 	 30 	
 27 	 38 	 30 	
 27 	 39 	 30 	
 27 	 40 	 30 	
 27 	 41 	 30 	
 27 	 42 	 31 	
 27 	 43 	 31 	
 27 	 44 	 31 	
 27 	 45 	 31 	
 27 	 46 	 31 	
 27 	 47 	 31 	
 27 	 48 	 31 	
 27 	 49 	 31 	
 27 	 50 	 31 	
 27 	 51 	 32 	
 27 	 52 	 32 	
 27 	 53 	 32 	
 27 	 54 	 32 	
 27 	 55 	 32 	
 27 	 56 	 32 	
 27 	 57 	 32 	
 27 	 58 	 32 	
 27 	 59 	 32 	
 27 	 60 	 32 	
 27 	 61 	 32 	
 27 	 62 	 32 	
 27 	 63 	 32 	
 27 	 64 	 32 	
 27 	 65 	 32 	
 27 	 66 	 32 	
 27 	 67 	 32 	
 27 	 68 	 32 	
 27 	 69 	 32 	
 27 	 70 	 32 	
 27 	 71 	 32 	
 27 	 72 	 32 	
 27 	 73 	 32 	
 27 	 74 	 32 	
 27 	 75 	 32 	
 27 	 76 	 32 	
 27 	 77 	 32 	
 27 	 78 	 32 	
 27 	 79 	 32 	
 27 	 80 	 32 	
 27 	 81 	 32 	
 27 	 82 	 32 	
 27 	 83 	 32 	
 27 	 84 	 32 	
 27 	 85 	 32 	
 27 	 86 	 32 	
 27 	 87 	 32 	
 27 	 88 	 32 	
 27 	 89 	 32 	
 27 	 90 	 32 	
 27 	 91 	 32 	
 27 	 92 	 32 	
 27 	 93 	 32 	
 27 	 94 	 32 	
 27 	 95 	 32 	
 27 	 96 	 32 	
 27 	 97 	 32 	
 27 	 98 	 32 	
 27 	 99 	 32 	
 27 	 100 	 32 	
 27 	 101 	 32 	
 27 	 102 	 32 	
 27 	 103 	 32 	
 27 	 104 	 32 	
 27 	 105 	 32 	
 27 	 106 	 32 	
 27 	 107 	 32 	
 27 	 108 	 32 	
 27 	 109 	 32 	
 27 	 110 	 32 	
 27 	 111 	 32 	
 27 	 112 	 32 	
 27 	 113 	 32 	
 27 	 114 	 32 	
 27 	 115 	 32 	
 27 	 116 	 32 	
 27 	 117 	 32 	
 27 	 118 	 32 	
 27 	 119 	 32 	
 27 	 120 	 33 	
 27 	 121 	 33 	
 28 	 1 	 3 	
 28 	 2 	 8 	
 28 	 3 	 11 	
 28 	 4 	 14 	
 28 	 5 	 15 	
 28 	 6 	 17 	
 28 	 7 	 19 	
 28 	 8 	 19 	
 28 	 9 	 19 	
 28 	 10 	 21 	
 28 	 11 	 23 	
 28 	 12 	 23 	
 28 	 13 	 23 	
 28 	 14 	 23 	
 28 	 15 	 23 	
 28 	 16 	 24 	
 28 	 17 	 24 	
 28 	 18 	 25 	
 28 	 19 	 26 	
 28 	 20 	 26 	
 28 	 21 	 28 	
 28 	 22 	 28 	
 28 	 23 	 28 	
 28 	 24 	 28 	
 28 	 25 	 28 	
 28 	 26 	 28 	
 28 	 27 	 28 	
 28 	 28 	 28 	
 28 	 29 	 28 	
 28 	 30 	 28 	
 28 	 31 	 28 	
 28 	 32 	 29 	
 28 	 33 	 29 	
 28 	 34 	 29 	
 28 	 35 	 29 	
 28 	 36 	 29 	
 28 	 37 	 29 	
 28 	 38 	 29 	
 28 	 39 	 29 	
 28 	 40 	 29 	
 28 	 41 	 29 	
 28 	 42 	 29 	
 28 	 43 	 29 	
 28 	 44 	 29 	
 28 	 45 	 30 	
 28 	 46 	 30 	
 28 	 47 	 30 	
 28 	 48 	 30 	
 28 	 49 	 31 	
 28 	 50 	 31 	
 28 	 51 	 31 	
 28 	 52 	 31 	
 28 	 53 	 31 	
 28 	 54 	 31 	
 28 	 55 	 31 	
 28 	 56 	 31 	
 28 	 57 	 31 	
 28 	 58 	 32 	
 28 	 59 	 32 	
 28 	 60 	 32 	
 28 	 61 	 32 	
 28 	 62 	 32 	
 28 	 63 	 32 	
 28 	 64 	 32 	
 28 	 65 	 32 	
 28 	 66 	 32 	
 28 	 67 	 32 	
 28 	 68 	 32 	
 28 	 69 	 32 	
 28 	 70 	 32 	
 28 	 71 	 32 	
 28 	 72 	 32 	
 28 	 73 	 32 	
 28 	 74 	 32 	
 28 	 75 	 32 	
 28 	 76 	 32 	
 28 	 77 	 32 	
 28 	 78 	 32 	
 28 	 79 	 32 	
 28 	 80 	 32 	
 28 	 81 	 33 	
 28 	 82 	 33 	
 28 	 83 	 33 	
 28 	 84 	 33 	
 28 	 85 	 33 	
 28 	 86 	 33 	
 28 	 87 	 33 	
 28 	 88 	 33 	
 28 	 89 	 33 	
 28 	 90 	 33 	
 28 	 91 	 33 	
 28 	 92 	 33 	
 28 	 93 	 33 	
 28 	 94 	 33 	
 28 	 95 	 33 	
 28 	 96 	 33 	
 28 	 97 	 33 	
 28 	 98 	 33 	
 28 	 99 	 33 	
 28 	 100 	 33 	
 28 	 101 	 33 	
 28 	 102 	 33 	
 28 	 103 	 33 	
 28 	 104 	 33 	
 28 	 105 	 33 	
 28 	 106 	 33 	
 28 	 107 	 33 	
 28 	 108 	 33 	
 28 	 109 	 33 	
 28 	 110 	 33 	
 28 	 111 	 33 	
 28 	 112 	 33 	
 28 	 113 	 33 	
 28 	 114 	 33 	
 28 	 115 	 33 	
 28 	 116 	 33 	
 28 	 117 	 33 	
 28 	 118 	 33 	
 28 	 119 	 33 	
 28 	 120 	 33 	
 28 	 121 	 33 	
 29 	 1 	 7 	
 29 	 2 	 9 	
 29 	 3 	 9 	
 29 	 4 	 13 	
 29 	 5 	 13 	
 29 	 6 	 15 	
 29 	 7 	 15 	
 29 	 8 	 16 	
 29 	 9 	 16 	
 29 	 10 	 16 	
 29 	 11 	 21 	
 29 	 12 	 22 	
 29 	 13 	 23 	
 29 	 14 	 23 	
 29 	 15 	 24 	
 29 	 16 	 25 	
 29 	 17 	 25 	
 29 	 18 	 27 	
 29 	 19 	 29 	
 29 	 20 	 30 	
 29 	 21 	 30 	
 29 	 22 	 30 	
 29 	 23 	 30 	
 29 	 24 	 30 	
 29 	 25 	 30 	
 29 	 26 	 30 	
 29 	 27 	 30 	
 29 	 28 	 30 	
 29 	 29 	 30 	
 29 	 30 	 30 	
 29 	 31 	 30 	
 29 	 32 	 30 	
 29 	 33 	 30 	
 29 	 34 	 30 	
 29 	 35 	 30 	
 29 	 36 	 30 	
 29 	 37 	 30 	
 29 	 38 	 30 	
 29 	 39 	 30 	
 29 	 40 	 30 	
 29 	 41 	 30 	
 29 	 42 	 30 	
 29 	 43 	 30 	
 29 	 44 	 31 	
 29 	 45 	 32 	
 29 	 46 	 32 	
 29 	 47 	 32 	
 29 	 48 	 32 	
 29 	 49 	 32 	
 29 	 50 	 32 	
 29 	 51 	 32 	
 29 	 52 	 32 	
 29 	 53 	 32 	
 29 	 54 	 32 	
 29 	 55 	 32 	
 29 	 56 	 32 	
 29 	 57 	 32 	
 29 	 58 	 32 	
 29 	 59 	 32 	
 29 	 60 	 32 	
 29 	 61 	 32 	
 29 	 62 	 32 	
 29 	 63 	 32 	
 29 	 64 	 32 	
 29 	 65 	 32 	
 29 	 66 	 32 	
 29 	 67 	 32 	
 29 	 68 	 32 	
 29 	 69 	 32 	
 29 	 70 	 32 	
 29 	 71 	 32 	
 29 	 72 	 32 	
 29 	 73 	 32 	
 29 	 74 	 32 	
 29 	 75 	 32 	
 29 	 76 	 32 	
 29 	 77 	 32 	
 29 	 78 	 32 	
 29 	 79 	 32 	
 29 	 80 	 32 	
 29 	 81 	 32 	
 29 	 82 	 32 	
 29 	 83 	 32 	
 29 	 84 	 32 	
 29 	 85 	 32 	
 29 	 86 	 32 	
 29 	 87 	 32 	
 29 	 88 	 32 	
 29 	 89 	 32 	
 29 	 90 	 32 	
 29 	 91 	 32 	
 29 	 92 	 32 	
 29 	 93 	 32 	
 29 	 94 	 32 	
 29 	 95 	 32 	
 29 	 96 	 32 	
 29 	 97 	 32 	
 29 	 98 	 32 	
 29 	 99 	 32 	
 29 	 100 	 32 	
 29 	 101 	 32 	
 29 	 102 	 32 	
 29 	 103 	 32 	
 29 	 104 	 32 	
 29 	 105 	 32 	
 29 	 106 	 32 	
 29 	 107 	 32 	
 29 	 108 	 32 	
 29 	 109 	 32 	
 29 	 110 	 32 	
 29 	 111 	 32 	
 29 	 112 	 32 	
 29 	 113 	 32 	
 29 	 114 	 32 	
 29 	 115 	 32 	
 29 	 116 	 32 	
 29 	 117 	 32 	
 29 	 118 	 32 	
 29 	 119 	 32 	
 29 	 120 	 32 	
 29 	 121 	 32 	
 30 	 1 	 4 	
 30 	 2 	 8 	
 30 	 3 	 9 	
 30 	 4 	 11 	
 30 	 5 	 13 	
 30 	 6 	 13 	
 30 	 7 	 14 	
 30 	 8 	 16 	
 30 	 9 	 17 	
 30 	 10 	 19 	
 30 	 11 	 21 	
 30 	 12 	 21 	
 30 	 13 	 23 	
 30 	 14 	 23 	
 30 	 15 	 23 	
 30 	 16 	 26 	
 30 	 17 	 26 	
 30 	 18 	 27 	
 30 	 19 	 27 	
 30 	 20 	 27 	
 30 	 21 	 28 	
 30 	 22 	 28 	
 30 	 23 	 28 	
 30 	 24 	 28 	
 30 	 25 	 28 	
 30 	 26 	 28 	
 30 	 27 	 28 	
 30 	 28 	 28 	
 30 	 29 	 28 	
 30 	 30 	 28 	
 30 	 31 	 28 	
 30 	 32 	 29 	
 30 	 33 	 30 	
 30 	 34 	 30 	
 30 	 35 	 30 	
 30 	 36 	 30 	
 30 	 37 	 30 	
 30 	 38 	 30 	
 30 	 39 	 30 	
 30 	 40 	 30 	
 30 	 41 	 30 	
 30 	 42 	 30 	
 30 	 43 	 30 	
 30 	 44 	 30 	
 30 	 45 	 30 	
 30 	 46 	 31 	
 30 	 47 	 31 	
 30 	 48 	 31 	
 30 	 49 	 31 	
 30 	 50 	 31 	
 30 	 51 	 31 	
 30 	 52 	 31 	
 30 	 53 	 31 	
 30 	 54 	 31 	
 30 	 55 	 31 	
 30 	 56 	 31 	
 30 	 57 	 31 	
 30 	 58 	 31 	
 30 	 59 	 31 	
 30 	 60 	 31 	
 30 	 61 	 31 	
 30 	 62 	 31 	
 30 	 63 	 32 	
 30 	 64 	 32 	
 30 	 65 	 32 	
 30 	 66 	 32 	
 30 	 67 	 32 	
 30 	 68 	 32 	
 30 	 69 	 32 	
 30 	 70 	 32 	
 30 	 71 	 32 	
 30 	 72 	 33 	
 30 	 73 	 33 	
 30 	 74 	 33 	
 30 	 75 	 33 	
 30 	 76 	 33 	
 30 	 77 	 33 	
 30 	 78 	 33 	
 30 	 79 	 33 	
 30 	 80 	 33 	
 30 	 81 	 33 	
 30 	 82 	 33 	
 30 	 83 	 33 	
 30 	 84 	 33 	
 30 	 85 	 33 	
 30 	 86 	 33 	
 30 	 87 	 33 	
 30 	 88 	 33 	
 30 	 89 	 33 	
 30 	 90 	 33 	
 30 	 91 	 33 	
 30 	 92 	 33 	
 30 	 93 	 33 	
 30 	 94 	 33 	
 30 	 95 	 33 	
 30 	 96 	 33 	
 30 	 97 	 33 	
 30 	 98 	 33 	
 30 	 99 	 33 	
 30 	 100 	 33 	
 30 	 101 	 33 	
 30 	 102 	 33 	
 30 	 103 	 33 	
 30 	 104 	 33 	
 30 	 105 	 33 	
 30 	 106 	 33 	
 30 	 107 	 33 	
 30 	 108 	 33 	
 30 	 109 	 33 	
 30 	 110 	 33 	
 30 	 111 	 33 	
 30 	 112 	 33 	
 30 	 113 	 33 	
 30 	 114 	 33 	
 30 	 115 	 33 	
 30 	 116 	 33 	
 30 	 117 	 33 	
 30 	 118 	 33 	
 30 	 119 	 33 	
 30 	 120 	 33 	
 30 	 121 	 33 	
 31 	 1 	 3 	
 31 	 2 	 5 	
 31 	 3 	 7 	
 31 	 4 	 9 	
 31 	 5 	 10 	
 31 	 6 	 13 	
 31 	 7 	 14 	
 31 	 8 	 14 	
 31 	 9 	 14 	
 31 	 10 	 14 	
 31 	 11 	 16 	
 31 	 12 	 18 	
 31 	 13 	 18 	
 31 	 14 	 18 	
 31 	 15 	 21 	
 31 	 16 	 21 	
 31 	 17 	 21 	
 31 	 18 	 21 	
 31 	 19 	 21 	
 31 	 20 	 23 	
 31 	 21 	 23 	
 31 	 22 	 23 	
 31 	 23 	 23 	
 31 	 24 	 23 	
 31 	 25 	 26 	
 31 	 26 	 27 	
 31 	 27 	 27 	
 31 	 28 	 27 	
 31 	 29 	 28 	
 31 	 30 	 28 	
 31 	 31 	 28 	
 31 	 32 	 30 	
 31 	 33 	 30 	
 31 	 34 	 31 	
 31 	 35 	 31 	
 31 	 36 	 31 	
 31 	 37 	 31 	
 31 	 38 	 31 	
 31 	 39 	 31 	
 31 	 40 	 31 	
 31 	 41 	 31 	
 31 	 42 	 31 	
 31 	 43 	 31 	
 31 	 44 	 31 	
 31 	 45 	 31 	
 31 	 46 	 31 	
 31 	 47 	 31 	
 31 	 48 	 31 	
 31 	 49 	 31 	
 31 	 50 	 31 	
 31 	 51 	 31 	
 31 	 52 	 31 	
 31 	 53 	 31 	
 31 	 54 	 31 	
 31 	 55 	 31 	
 31 	 56 	 31 	
 31 	 57 	 31 	
 31 	 58 	 31 	
 31 	 59 	 32 	
 31 	 60 	 32 	
 31 	 61 	 32 	
 31 	 62 	 32 	
 31 	 63 	 32 	
 31 	 64 	 32 	
 31 	 65 	 32 	
 31 	 66 	 32 	
 31 	 67 	 32 	
 31 	 68 	 32 	
 31 	 69 	 32 	
 31 	 70 	 32 	
 31 	 71 	 32 	
 31 	 72 	 32 	
 31 	 73 	 32 	
 31 	 74 	 32 	
 31 	 75 	 32 	
 31 	 76 	 32 	
 31 	 77 	 32 	
 31 	 78 	 32 	
 31 	 79 	 32 	
 31 	 80 	 32 	
 31 	 81 	 32 	
 31 	 82 	 32 	
 31 	 83 	 32 	
 31 	 84 	 32 	
 31 	 85 	 32 	
 31 	 86 	 32 	
 31 	 87 	 32 	
 31 	 88 	 32 	
 31 	 89 	 32 	
 31 	 90 	 32 	
 31 	 91 	 32 	
 31 	 92 	 32 	
 31 	 93 	 32 	
 31 	 94 	 32 	
 31 	 95 	 32 	
 31 	 96 	 32 	
 31 	 97 	 32 	
 31 	 98 	 32 	
 31 	 99 	 32 	
 31 	 100 	 32 	
 31 	 101 	 32 	
 31 	 102 	 32 	
 31 	 103 	 32 	
 31 	 104 	 32 	
 31 	 105 	 32 	
 31 	 106 	 32 	
 31 	 107 	 32 	
 31 	 108 	 32 	
 31 	 109 	 32 	
 31 	 110 	 32 	
 31 	 111 	 32 	
 31 	 112 	 32 	
 31 	 113 	 32 	
 31 	 114 	 32 	
 31 	 115 	 32 	
 31 	 116 	 32 	
 31 	 117 	 32 	
 31 	 118 	 32 	
 31 	 119 	 32 	
 31 	 120 	 32 	
 31 	 121 	 32 	
 32 	 1 	 3 	
 32 	 2 	 10 	
 32 	 3 	 11 	
 32 	 4 	 12 	
 32 	 5 	 12 	
 32 	 6 	 14 	
 32 	 7 	 14 	
 32 	 8 	 16 	
 32 	 9 	 17 	
 32 	 10 	 17 	
 32 	 11 	 17 	
 32 	 12 	 19 	
 32 	 13 	 19 	
 32 	 14 	 21 	
 32 	 15 	 21 	
 32 	 16 	 22 	
 32 	 17 	 22 	
 32 	 18 	 23 	
 32 	 19 	 23 	
 32 	 20 	 23 	
 32 	 21 	 23 	
 32 	 22 	 23 	
 32 	 23 	 24 	
 32 	 24 	 24 	
 32 	 25 	 26 	
 32 	 26 	 26 	
 32 	 27 	 27 	
 32 	 28 	 27 	
 32 	 29 	 27 	
 32 	 30 	 28 	
 32 	 31 	 28 	
 32 	 32 	 28 	
 32 	 33 	 28 	
 32 	 34 	 28 	
 32 	 35 	 29 	
 32 	 36 	 29 	
 32 	 37 	 29 	
 32 	 38 	 29 	
 32 	 39 	 29 	
 32 	 40 	 29 	
 32 	 41 	 29 	
 32 	 42 	 29 	
 32 	 43 	 29 	
 32 	 44 	 29 	
 32 	 45 	 29 	
 32 	 46 	 30 	
 32 	 47 	 31 	
 32 	 48 	 31 	
 32 	 49 	 31 	
 32 	 50 	 31 	
 32 	 51 	 31 	
 32 	 52 	 31 	
 32 	 53 	 31 	
 32 	 54 	 31 	
 32 	 55 	 31 	
 32 	 56 	 31 	
 32 	 57 	 31 	
 32 	 58 	 31 	
 32 	 59 	 31 	
 32 	 60 	 32 	
 32 	 61 	 32 	
 32 	 62 	 32 	
 32 	 63 	 32 	
 32 	 64 	 32 	
 32 	 65 	 32 	
 32 	 66 	 32 	
 32 	 67 	 32 	
 32 	 68 	 32 	
 32 	 69 	 32 	
 32 	 70 	 32 	
 32 	 71 	 32 	
 32 	 72 	 32 	
 32 	 73 	 32 	
 32 	 74 	 32 	
 32 	 75 	 32 	
 32 	 76 	 32 	
 32 	 77 	 32 	
 32 	 78 	 32 	
 32 	 79 	 32 	
 32 	 80 	 32 	
 32 	 81 	 32 	
 32 	 82 	 32 	
 32 	 83 	 32 	
 32 	 84 	 32 	
 32 	 85 	 32 	
 32 	 86 	 33 	
 32 	 87 	 33 	
 32 	 88 	 33 	
 32 	 89 	 33 	
 32 	 90 	 33 	
 32 	 91 	 33 	
 32 	 92 	 33 	
 32 	 93 	 33 	
 32 	 94 	 33 	
 32 	 95 	 33 	
 32 	 96 	 33 	
 32 	 97 	 33 	
 32 	 98 	 33 	
 32 	 99 	 33 	
 32 	 100 	 33 	
 32 	 101 	 33 	
 32 	 102 	 33 	
 32 	 103 	 33 	
 32 	 104 	 33 	
 32 	 105 	 33 	
 32 	 106 	 33 	
 32 	 107 	 33 	
 32 	 108 	 33 	
 32 	 109 	 33 	
 32 	 110 	 33 	
 32 	 111 	 33 	
 32 	 112 	 33 	
 32 	 113 	 33 	
 32 	 114 	 33 	
 32 	 115 	 33 	
 32 	 116 	 33 	
 32 	 117 	 33 	
 32 	 118 	 33 	
 32 	 119 	 33 	
 32 	 120 	 33 	
 32 	 121 	 33 	
 33 	 1 	 2 	
 33 	 2 	 5 	
 33 	 3 	 8 	
 33 	 4 	 9 	
 33 	 5 	 10 	
 33 	 6 	 11 	
 33 	 7 	 12 	
 33 	 8 	 13 	
 33 	 9 	 14 	
 33 	 10 	 14 	
 33 	 11 	 16 	
 33 	 12 	 18 	
 33 	 13 	 19 	
 33 	 14 	 19 	
 33 	 15 	 19 	
 33 	 16 	 19 	
 33 	 17 	 19 	
 33 	 18 	 19 	
 33 	 19 	 19 	
 33 	 20 	 20 	
 33 	 21 	 20 	
 33 	 22 	 20 	
 33 	 23 	 20 	
 33 	 24 	 20 	
 33 	 25 	 21 	
 33 	 26 	 21 	
 33 	 27 	 21 	
 33 	 28 	 21 	
 33 	 29 	 24 	
 33 	 30 	 24 	
