CURSAT ver 2.1              Date:         02-28-2020      Hour:       17:33:12
Input file:   seedbank.txt
Accumulation pseudoreplicates' file:      accum_seedbank_shuf.txt
Dataset pseudoreplicates' file:           pseud_seedbank_shuf.txt
Number of columns (sampling events):       121 
Number of rows (species, OTUs, ojects,...):              34 
Number of repetitions:       100 
Seed number:  12348695

Resampling without replacement

Replicate	Sampling event	Accumulation per n. of events	
 26 	 43 	 30 	
 26 	 44 	 30 	
 26 	 45 	 30 	
 26 	 46 	 30 	
 26 	 47 	 30 	
 26 	 48 	 30 	
 26 	 49 	 30 	
 26 	 50 	 30 	
 26 	 51 	 30 	
 26 	 52 	 30 	
 26 	 53 	 31 	
 26 	 54 	 31 	
 26 	 55 	 31 	
 26 	 56 	 31 	
 26 	 57 	 31 	
 26 	 58 	 31 	
 26 	 59 	 31 	
 26 	 60 	 31 	
 26 	 61 	 31 	
 26 	 62 	 31 	
 26 	 63 	 31 	
 26 	 64 	 31 	
 26 	 65 	 31 	
 26 	 66 	 31 	
 26 	 67 	 32 	
 26 	 68 	 32 	
 26 	 69 	 32 	
 26 	 70 	 32 	
 26 	 71 	 32 	
 26 	 72 	 32 	
 26 	 73 	 33 	
 26 	 74 	 33 	
 26 	 75 	 33 	
 26 	 76 	 33 	
 26 	 77 	 33 	
 26 	 78 	 33 	
 26 	 79 	 33 	
 26 	 80 	 33 	
 26 	 81 	 33 	
 26 	 82 	 33 	
 26 	 83 	 33 	
 26 	 84 	 33 	
 26 	 85 	 33 	
 26 	 86 	 33 	
 26 	 87 	 33 	
 26 	 88 	 33 	
 26 	 89 	 33 	
 26 	 90 	 33 	
 26 	 91 	 33 	
 26 	 92 	 33 	
 26 	 93 	 33 	
 26 	 94 	 33 	
 26 	 95 	 34 	
 26 	 96 	 34 	
 26 	 97 	 34 	
 26 	 98 	 34 	
 26 	 99 	 34 	
 26 	 100 	 34 	
 26 	 101 	 34 	
 26 	 102 	 34 	
 26 	 103 	 34 	
 26 	 104 	 34 	
 26 	 105 	 34 	
 26 	 106 	 34 	
 26 	 107 	 34 	
 26 	 108 	 34 	
 26 	 109 	 34 	
 26 	 110 	 34 	
 26 	 111 	 34 	
 26 	 112 	 34 	
 26 	 113 	 34 	
 26 	 114 	 34 	
 26 	 115 	 34 	
 26 	 116 	 34 	
 26 	 117 	 34 	
 26 	 118 	 34 	
 26 	 119 	 34 	
 26 	 120 	 34 	
 26 	 121 	 34 	
 27 	 1 	 5 	
 27 	 2 	 7 	
 27 	 3 	 7 	
 27 	 4 	 8 	
 27 	 5 	 10 	
 27 	 6 	 12 	
 27 	 7 	 13 	
 27 	 8 	 13 	
 27 	 9 	 14 	
 27 	 10 	 15 	
 27 	 11 	 16 	
 27 	 12 	 16 	
 27 	 13 	 16 	
 27 	 14 	 16 	
 27 	 15 	 16 	
 27 	 16 	 16 	
 27 	 17 	 16 	
 27 	 18 	 18 	
 27 	 19 	 18 	
 27 	 20 	 20 	
 27 	 21 	 22 	
 27 	 22 	 22 	
 27 	 23 	 22 	
 27 	 24 	 22 	
 27 	 25 	 22 	
 27 	 26 	 22 	
 27 	 27 	 22 	
 27 	 28 	 22 	
 27 	 29 	 22 	
 27 	 30 	 22 	
 27 	 31 	 22 	
 27 	 32 	 23 	
 27 	 33 	 23 	
 27 	 34 	 23 	
 27 	 35 	 23 	
 27 	 36 	 23 	
 27 	 37 	 23 	
 27 	 38 	 23 	
 27 	 39 	 24 	
 27 	 40 	 25 	
 27 	 41 	 26 	
 27 	 42 	 27 	
 27 	 43 	 27 	
 27 	 44 	 27 	
 27 	 45 	 28 	
 27 	 46 	 28 	
 27 	 47 	 28 	
 27 	 48 	 29 	
 27 	 49 	 29 	
 27 	 50 	 29 	
 27 	 51 	 29 	
 27 	 52 	 29 	
 27 	 53 	 29 	
 27 	 54 	 29 	
 27 	 55 	 30 	
 27 	 56 	 30 	
 27 	 57 	 30 	
 27 	 58 	 30 	
 27 	 59 	 30 	
 27 	 60 	 30 	
 27 	 61 	 31 	
 27 	 62 	 32 	
 27 	 63 	 32 	
 27 	 64 	 32 	
 27 	 65 	 32 	
 27 	 66 	 32 	
 27 	 67 	 32 	
 27 	 68 	 32 	
 27 	 69 	 32 	
 27 	 70 	 32 	
 27 	 71 	 32 	
 27 	 72 	 32 	
 27 	 73 	 32 	
 27 	 74 	 32 	
 27 	 75 	 32 	
 27 	 76 	 32 	
 27 	 77 	 33 	
 27 	 78 	 33 	
 27 	 79 	 33 	
 27 	 80 	 33 	
 27 	 81 	 33 	
 27 	 82 	 33 	
 27 	 83 	 33 	
 27 	 84 	 33 	
 27 	 85 	 33 	
 27 	 86 	 33 	
 27 	 87 	 33 	
 27 	 88 	 33 	
 27 	 89 	 33 	
 27 	 90 	 33 	
 27 	 91 	 33 	
 27 	 92 	 33 	
 27 	 93 	 33 	
 27 	 94 	 33 	
 27 	 95 	 33 	
 27 	 96 	 33 	
 27 	 97 	 33 	
 27 	 98 	 33 	
 27 	 99 	 33 	
 27 	 100 	 33 	
 27 	 101 	 33 	
 27 	 102 	 33 	
 27 	 103 	 33 	
 27 	 104 	 34 	
 27 	 105 	 34 	
 27 	 106 	 34 	
 27 	 107 	 34 	
 27 	 108 	 34 	
 27 	 109 	 34 	
 27 	 110 	 34 	
 27 	 111 	 34 	
 27 	 112 	 34 	
 27 	 113 	 34 	
 27 	 114 	 34 	
 27 	 115 	 34 	
 27 	 116 	 34 	
 27 	 117 	 34 	
 27 	 118 	 34 	
 27 	 119 	 34 	
 27 	 120 	 34 	
 27 	 121 	 34 	
 28 	 1 	 4 	
 28 	 2 	 7 	
 28 	 3 	 7 	
 28 	 4 	 13 	
 28 	 5 	 17 	
 28 	 6 	 17 	
 28 	 7 	 18 	
 28 	 8 	 18 	
 28 	 9 	 18 	
 28 	 10 	 19 	
 28 	 11 	 19 	
 28 	 12 	 20 	
 28 	 13 	 20 	
 28 	 14 	 20 	
 28 	 15 	 21 	
 28 	 16 	 21 	
 28 	 17 	 22 	
 28 	 18 	 22 	
 28 	 19 	 22 	
 28 	 20 	 22 	
 28 	 21 	 24 	
 28 	 22 	 24 	
 28 	 23 	 24 	
 28 	 24 	 24 	
 28 	 25 	 25 	
 28 	 26 	 25 	
 28 	 27 	 26 	
 28 	 28 	 26 	
 28 	 29 	 26 	
 28 	 30 	 27 	
 28 	 31 	 28 	
 28 	 32 	 28 	
 28 	 33 	 28 	
 28 	 34 	 29 	
 28 	 35 	 29 	
 28 	 36 	 29 	
 28 	 37 	 29 	
 28 	 38 	 29 	
 28 	 39 	 29 	
 28 	 40 	 29 	
 28 	 41 	 29 	
 28 	 42 	 30 	
 28 	 43 	 30 	
 28 	 44 	 30 	
 28 	 45 	 30 	
 28 	 46 	 30 	
 28 	 47 	 30 	
 28 	 48 	 30 	
 28 	 49 	 30 	
 28 	 50 	 30 	
 28 	 51 	 30 	
 28 	 52 	 30 	
 28 	 53 	 30 	
 28 	 54 	 30 	
 28 	 55 	 30 	
 28 	 56 	 30 	
 28 	 57 	 30 	
 28 	 58 	 30 	
 28 	 59 	 30 	
 28 	 60 	 30 	
 28 	 61 	 30 	
 28 	 62 	 30 	
 28 	 63 	 30 	
 28 	 64 	 31 	
 28 	 65 	 31 	
 28 	 66 	 31 	
 28 	 67 	 31 	
 28 	 68 	 32 	
 28 	 69 	 32 	
 28 	 70 	 32 	
 28 	 71 	 32 	
 28 	 72 	 32 	
 28 	 73 	 32 	
 28 	 74 	 32 	
 28 	 75 	 32 	
 28 	 76 	 32 	
 28 	 77 	 32 	
 28 	 78 	 32 	
 28 	 79 	 32 	
 28 	 80 	 32 	
 28 	 81 	 32 	
 28 	 82 	 32 	
 28 	 83 	 32 	
 28 	 84 	 33 	
 28 	 85 	 33 	
 28 	 86 	 33 	
 28 	 87 	 33 	
 28 	 88 	 33 	
 28 	 89 	 33 	
 28 	 90 	 33 	
 28 	 91 	 33 	
 28 	 92 	 33 	
 28 	 93 	 33 	
 28 	 94 	 33 	
 28 	 95 	 33 	
 28 	 96 	 34 	
 28 	 97 	 34 	
 28 	 98 	 34 	
 28 	 99 	 34 	
 28 	 100 	 34 	
 28 	 101 	 34 	
 28 	 102 	 34 	
 28 	 103 	 34 	
 28 	 104 	 34 	
 28 	 105 	 34 	
 28 	 106 	 34 	
 28 	 107 	 34 	
 28 	 108 	 34 	
 28 	 109 	 34 	
 28 	 110 	 34 	
 28 	 111 	 34 	
 28 	 112 	 34 	
 28 	 113 	 34 	
 28 	 114 	 34 	
 28 	 115 	 34 	
 28 	 116 	 34 	
 28 	 117 	 34 	
 28 	 118 	 34 	
 28 	 119 	 34 	
 28 	 120 	 34 	
 28 	 121 	 34 	
 29 	 1 	 5 	
 29 	 2 	 7 	
 29 	 3 	 9 	
 29 	 4 	 11 	
 29 	 5 	 11 	
 29 	 6 	 12 	
 29 	 7 	 13 	
 29 	 8 	 16 	
 29 	 9 	 16 	
 29 	 10 	 17 	
 29 	 11 	 18 	
 29 	 12 	 19 	
 29 	 13 	 19 	
 29 	 14 	 20 	
 29 	 15 	 21 	
 29 	 16 	 22 	
 29 	 17 	 23 	
 29 	 18 	 24 	
 29 	 19 	 27 	
 29 	 20 	 27 	
 29 	 21 	 27 	
 29 	 22 	 27 	
 29 	 23 	 27 	
 29 	 24 	 28 	
 29 	 25 	 28 	
 29 	 26 	 28 	
 29 	 27 	 28 	
 29 	 28 	 29 	
 29 	 29 	 29 	
 29 	 30 	 29 	
 29 	 31 	 29 	
 29 	 32 	 29 	
 29 	 33 	 29 	
 29 	 34 	 29 	
 29 	 35 	 29 	
 29 	 36 	 30 	
 29 	 37 	 30 	
 29 	 38 	 31 	
 29 	 39 	 31 	
 29 	 40 	 31 	
 29 	 41 	 31 	
 29 	 42 	 31 	
 29 	 43 	 31 	
 29 	 44 	 31 	
 29 	 45 	 32 	
 29 	 46 	 32 	
 29 	 47 	 32 	
 29 	 48 	 32 	
 29 	 49 	 32 	
 29 	 50 	 32 	
 29 	 51 	 32 	
 29 	 52 	 32 	
 29 	 53 	 32 	
 29 	 54 	 32 	
 29 	 55 	 32 	
 29 	 56 	 32 	
 29 	 57 	 32 	
 29 	 58 	 32 	
 29 	 59 	 32 	
 29 	 60 	 32 	
 29 	 61 	 32 	
 29 	 62 	 32 	
 29 	 63 	 32 	
 29 	 64 	 32 	
 29 	 65 	 32 	
 29 	 66 	 32 	
 29 	 67 	 32 	
 29 	 68 	 32 	
 29 	 69 	 32 	
 29 	 70 	 32 	
 29 	 71 	 32 	
 29 	 72 	 32 	
 29 	 73 	 32 	
 29 	 74 	 32 	
 29 	 75 	 32 	
 29 	 76 	 32 	
 29 	 77 	 32 	
 29 	 78 	 32 	
 29 	 79 	 32 	
 29 	 80 	 32 	
 29 	 81 	 33 	
 29 	 82 	 33 	
 29 	 83 	 33 	
 29 	 84 	 33 	
 29 	 85 	 33 	
 29 	 86 	 33 	
 29 	 87 	 33 	
 29 	 88 	 33 	
 29 	 89 	 33 	
 29 	 90 	 33 	
 29 	 91 	 33 	
 29 	 92 	 33 	
 29 	 93 	 33 	
 29 	 94 	 33 	
 29 	 95 	 33 	
 29 	 96 	 33 	
 29 	 97 	 33 	
 29 	 98 	 33 	
 29 	 99 	 33 	
 29 	 100 	 33 	
 29 	 101 	 33 	
 29 	 102 	 33 	
 29 	 103 	 33 	
 29 	 104 	 33 	
 29 	 105 	 33 	
 29 	 106 	 33 	
 29 	 107 	 33 	
 29 	 108 	 33 	
 29 	 109 	 34 	
 29 	 110 	 34 	
 29 	 111 	 34 	
 29 	 112 	 34 	
 29 	 113 	 34 	
 29 	 114 	 34 	
 29 	 115 	 34 	
 29 	 116 	 34 	
 29 	 117 	 34 	
 29 	 118 	 34 	
 29 	 119 	 34 	
 29 	 120 	 34 	
 29 	 121 	 34 	
 30 	 1 	 5 	
 30 	 2 	 8 	
 30 	 3 	 10 	
 30 	 4 	 11 	
 30 	 5 	 13 	
 30 	 6 	 16 	
 30 	 7 	 16 	
 30 	 8 	 18 	
 30 	 9 	 18 	
 30 	 10 	 19 	
 30 	 11 	 19 	
 30 	 12 	 19 	
 30 	 13 	 20 	
 30 	 14 	 20 	
 30 	 15 	 20 	
 30 	 16 	 20 	
 30 	 17 	 20 	
 30 	 18 	 21 	
 30 	 19 	 23 	
 30 	 20 	 23 	
 30 	 21 	 23 	
 30 	 22 	 24 	
 30 	 23 	 25 	
 30 	 24 	 25 	
 30 	 25 	 25 	
 30 	 26 	 25 	
 30 	 27 	 25 	
 30 	 28 	 25 	
 30 	 29 	 25 	
 30 	 30 	 25 	
 30 	 31 	 26 	
 30 	 32 	 27 	
 30 	 33 	 27 	
 30 	 34 	 28 	
 30 	 35 	 28 	
 30 	 36 	 28 	
 30 	 37 	 28 	
 30 	 38 	 29 	
 30 	 39 	 29 	
 30 	 40 	 29 	
 30 	 41 	 30 	
 30 	 42 	 30 	
 30 	 43 	 30 	
 30 	 44 	 30 	
 30 	 45 	 31 	
 30 	 46 	 31 	
 30 	 47 	 31 	
 30 	 48 	 31 	
 30 	 49 	 31 	
 30 	 50 	 31 	
 30 	 51 	 31 	
 30 	 52 	 31 	
 30 	 53 	 31 	
 30 	 54 	 31 	
 30 	 55 	 31 	
 30 	 56 	 32 	
 30 	 57 	 32 	
 30 	 58 	 32 	
 30 	 59 	 32 	
 30 	 60 	 33 	
 30 	 61 	 33 	
 30 	 62 	 33 	
 30 	 63 	 33 	
 30 	 64 	 33 	
 30 	 65 	 33 	
 30 	 66 	 33 	
 30 	 67 	 33 	
 30 	 68 	 33 	
 30 	 69 	 33 	
 30 	 70 	 33 	
 30 	 71 	 33 	
 30 	 72 	 33 	
 30 	 73 	 33 	
 30 	 74 	 33 	
 30 	 75 	 33 	
 30 	 76 	 33 	
 30 	 77 	 33 	
 30 	 78 	 33 	
 30 	 79 	 33 	
 30 	 80 	 33 	
 30 	 81 	 33 	
 30 	 82 	 33 	
 30 	 83 	 34 	
 30 	 84 	 34 	
 30 	 85 	 34 	
 30 	 86 	 34 	
 30 	 87 	 34 	
 30 	 88 	 34 	
 30 	 89 	 34 	
 30 	 90 	 34 	
 30 	 91 	 34 	
 30 	 92 	 34 	
 30 	 93 	 34 	
 30 	 94 	 34 	
 30 	 95 	 34 	
 30 	 96 	 34 	
 30 	 97 	 34 	
 30 	 98 	 34 	
 30 	 99 	 34 	
 30 	 100 	 34 	
 30 	 101 	 34 	
 30 	 102 	 34 	
 30 	 103 	 34 	
 30 	 104 	 34 	
 30 	 105 	 34 	
 30 	 106 	 34 	
 30 	 107 	 34 	
 30 	 108 	 34 	
 30 	 109 	 34 	
 30 	 110 	 34 	
 30 	 111 	 34 	
 30 	 112 	 34 	
 30 	 113 	 34 	
 30 	 114 	 34 	
 30 	 115 	 34 	
 30 	 116 	 34 	
 30 	 117 	 34 	
 30 	 118 	 34 	
 30 	 119 	 34 	
 30 	 120 	 34 	
 30 	 121 	 34 	
 31 	 1 	 3 	
 31 	 2 	 3 	
 31 	 3 	 5 	
 31 	 4 	 8 	
 31 	 5 	 10 	
 31 	 6 	 13 	
 31 	 7 	 14 	
 31 	 8 	 16 	
 31 	 9 	 16 	
 31 	 10 	 17 	
 31 	 11 	 17 	
 31 	 12 	 17 	
 31 	 13 	 18 	
 31 	 14 	 19 	
 31 	 15 	 20 	
 31 	 16 	 20 	
 31 	 17 	 21 	
 31 	 18 	 22 	
 31 	 19 	 22 	
 31 	 20 	 22 	
 31 	 21 	 25 	
 31 	 22 	 25 	
 31 	 23 	 26 	
 31 	 24 	 27 	
 31 	 25 	 28 	
 31 	 26 	 28 	
 31 	 27 	 28 	
 31 	 28 	 29 	
 31 	 29 	 29 	
 31 	 30 	 29 	
 31 	 31 	 29 	
 31 	 32 	 29 	
 31 	 33 	 29 	
 31 	 34 	 29 	
 31 	 35 	 30 	
 31 	 36 	 30 	
 31 	 37 	 30 	
 31 	 38 	 30 	
 31 	 39 	 30 	
 31 	 40 	 30 	
 31 	 41 	 30 	
 31 	 42 	 30 	
 31 	 43 	 30 	
 31 	 44 	 30 	
 31 	 45 	 30 	
 31 	 46 	 30 	
 31 	 47 	 30 	
 31 	 48 	 30 	
 31 	 49 	 30 	
 31 	 50 	 30 	
 31 	 51 	 30 	
 31 	 52 	 30 	
 31 	 53 	 30 	
 31 	 54 	 30 	
 31 	 55 	 30 	
 31 	 56 	 30 	
 31 	 57 	 30 	
 31 	 58 	 31 	
 31 	 59 	 31 	
 31 	 60 	 31 	
 31 	 61 	 31 	
 31 	 62 	 32 	
 31 	 63 	 32 	
 31 	 64 	 32 	
 31 	 65 	 32 	
 31 	 66 	 32 	
 31 	 67 	 32 	
 31 	 68 	 32 	
 31 	 69 	 32 	
 31 	 70 	 33 	
 31 	 71 	 33 	
 31 	 72 	 33 	
 31 	 73 	 33 	
 31 	 74 	 33 	
 31 	 75 	 33 	
 31 	 76 	 33 	
 31 	 77 	 33 	
 31 	 78 	 33 	
 31 	 79 	 33 	
 31 	 80 	 33 	
 31 	 81 	 33 	
 31 	 82 	 33 	
 31 	 83 	 33 	
 31 	 84 	 33 	
 31 	 85 	 33 	
 31 	 86 	 33 	
 31 	 87 	 33 	
 31 	 88 	 34 	
 31 	 89 	 34 	
 31 	 90 	 34 	
 31 	 91 	 34 	
 31 	 92 	 34 	
 31 	 93 	 34 	
 31 	 94 	 34 	
 31 	 95 	 34 	
 31 	 96 	 34 	
 31 	 97 	 34 	
 31 	 98 	 34 	
 31 	 99 	 34 	
 31 	 100 	 34 	
 31 	 101 	 34 	
 31 	 102 	 34 	
 31 	 103 	 34 	
 31 	 104 	 34 	
 31 	 105 	 34 	
 31 	 106 	 34 	
 31 	 107 	 34 	
 31 	 108 	 34 	
 31 	 109 	 34 	
 31 	 110 	 34 	
 31 	 111 	 34 	
 31 	 112 	 34 	
 31 	 113 	 34 	
 31 	 114 	 34 	
 31 	 115 	 34 	
 31 	 116 	 34 	
 31 	 117 	 34 	
 31 	 118 	 34 	
 31 	 119 	 34 	
 31 	 120 	 34 	
 31 	 121 	 34 	
 32 	 1 	 2 	
 32 	 2 	 3 	
 32 	 3 	 5 	
 32 	 4 	 5 	
 32 	 5 	 7 	
 32 	 6 	 7 	
 32 	 7 	 7 	
 32 	 8 	 8 	
 32 	 9 	 9 	
 32 	 10 	 10 	
 32 	 11 	 10 	
 32 	 12 	 13 	
 32 	 13 	 13 	
 32 	 14 	 15 	
 32 	 15 	 16 	
 32 	 16 	 18 	
 32 	 17 	 19 	
 32 	 18 	 19 	
 32 	 19 	 21 	
 32 	 20 	 21 	
 32 	 21 	 21 	
 32 	 22 	 22 	
 32 	 23 	 23 	
 32 	 24 	 24 	
 32 	 25 	 24 	
 32 	 26 	 25 	
 32 	 27 	 25 	
 32 	 28 	 25 	
 32 	 29 	 25 	
 32 	 30 	 25 	
 32 	 31 	 25 	
 32 	 32 	 25 	
 32 	 33 	 25 	
 32 	 34 	 25 	
 32 	 35 	 25 	
 32 	 36 	 25 	
 32 	 37 	 25 	
 32 	 38 	 25 	
 32 	 39 	 27 	
 32 	 40 	 27 	
 32 	 41 	 28 	
 32 	 42 	 28 	
 32 	 43 	 28 	
 32 	 44 	 28 	
 32 	 45 	 28 	
 32 	 46 	 28 	
 32 	 47 	 28 	
 32 	 48 	 28 	
 32 	 49 	 29 	
 32 	 50 	 29 	
 32 	 51 	 29 	
 32 	 52 	 30 	
 32 	 53 	 30 	
 32 	 54 	 30 	
 32 	 55 	 30 	
 32 	 56 	 30 	
 32 	 57 	 30 	
 32 	 58 	 30 	
 32 	 59 	 30 	
 32 	 60 	 30 	
 32 	 61 	 30 	
 32 	 62 	 31 	
 32 	 63 	 31 	
 32 	 64 	 32 	
 32 	 65 	 32 	
 32 	 66 	 32 	
 32 	 67 	 33 	
 32 	 68 	 33 	
 32 	 69 	 33 	
 32 	 70 	 33 	
 32 	 71 	 34 	
 32 	 72 	 34 	
 32 	 73 	 34 	
 32 	 74 	 34 	
 32 	 75 	 34 	
 32 	 76 	 34 	
 32 	 77 	 34 	
 32 	 78 	 34 	
 32 	 79 	 34 	
 32 	 80 	 34 	
 32 	 81 	 34 	
 32 	 82 	 34 	
 32 	 83 	 34 	
 32 	 84 	 34 	
 32 	 85 	 34 	
 32 	 86 	 34 	
 32 	 87 	 34 	
 32 	 88 	 34 	
 32 	 89 	 34 	
 32 	 90 	 34 	
 32 	 91 	 34 	
 32 	 92 	 34 	
 32 	 93 	 34 	
 32 	 94 	 34 	
 32 	 95 	 34 	
 32 	 96 	 34 	
 32 	 97 	 34 	
 32 	 98 	 34 	
 32 	 99 	 34 	
 32 	 100 	 34 	
 32 	 101 	 34 	
 32 	 102 	 34 	
 32 	 103 	 34 	
 32 	 104 	 34 	
 32 	 105 	 34 	
 32 	 106 	 34 	
 32 	 107 	 34 	
 32 	 108 	 34 	
 32 	 109 	 34 	
 32 	 110 	 34 	
 32 	 111 	 34 	
 32 	 112 	 34 	
 32 	 113 	 34 	
 32 	 114 	 34 	
 32 	 115 	 34 	
 32 	 116 	 34 	
 32 	 117 	 34 	
 32 	 118 	 34 	
 32 	 119 	 34 	
 32 	 120 	 34 	
 32 	 121 	 34 	
 33 	 1 	 4 	
 33 	 2 	 6 	
 33 	 3 	 7 	
 33 	 4 	 10 	
 33 	 5 	 10 	
 33 	 6 	 11 	
 33 	 7 	 11 	
 33 	 8 	 16 	
 33 	 9 	 17 	
 33 	 10 	 18 	
 33 	 11 	 19 	
 33 	 12 	 20 	
 33 	 13 	 20 	
 33 	 14 	 20 	
 33 	 15 	 22 	
 33 	 16 	 22 	
 33 	 17 	 22 	
 33 	 18 	 24 	
 33 	 19 	 25 	
 33 	 20 	 26 	
 33 	 21 	 26 	
 33 	 22 	 26 	
 33 	 23 	 26 	
 33 	 24 	 26 	
 33 	 25 	 26 	
 33 	 26 	 26 	
 33 	 27 	 26 	
 33 	 28 	 26 	
 33 	 29 	 26 	
 33 	 30 	 26 	
 33 	 31 	 26 	
 33 	 32 	 26 	
 33 	 33 	 26 	
 33 	 34 	 27 	
 33 	 35 	 27 	
 33 	 36 	 27 	
 33 	 37 	 27 	
 33 	 38 	 27 	
 33 	 39 	 27 	
 33 	 40 	 27 	
 33 	 41 	 27 	
 33 	 42 	 27 	
 33 	 43 	 27 	
 33 	 44 	 28 	
 33 	 45 	 28 	
 33 	 46 	 28 	
 33 	 47 	 28 	
 33 	 48 	 28 	
 33 	 49 	 28 	
 33 	 50 	 28 	
 33 	 51 	 28 	
 33 	 52 	 28 	
 33 	 53 	 28 	
 33 	 54 	 28 	
 33 	 55 	 28 	
 33 	 56 	 28 	
 33 	 57 	 28 	
 33 	 58 	 28 	
 33 	 59 	 28 	
 33 	 60 	 28 	
 33 	 61 	 29 	
 33 	 62 	 29 	
 33 	 63 	 29 	
 33 	 64 	 29 	
 33 	 65 	 29 	
 33 	 66 	 29 	
 33 	 67 	 29 	
 33 	 68 	 30 	
 33 	 69 	 30 	
 33 	 70 	 30 	
 33 	 71 	 30 	
 33 	 72 	 30 	
 33 	 73 	 30 	
 33 	 74 	 31 	
 33 	 75 	 31 	
 33 	 76 	 31 	
 33 	 77 	 31 	
 33 	 78 	 31 	
 33 	 79 	 31 	
 33 	 80 	 31 	
 33 	 81 	 31 	
 33 	 82 	 32 	
 33 	 83 	 32 	
 33 	 84 	 32 	
 33 	 85 	 32 	
 33 	 86 	 32 	
 33 	 87 	 32 	
 33 	 88 	 32 	
 33 	 89 	 32 	
 33 	 90 	 32 	
 33 	 91 	 32 	
 33 	 92 	 33 	
 33 	 93 	 33 	
 33 	 94 	 33 	
 33 	 95 	 33 	
 33 	 96 	 33 	
 33 	 97 	 33 	
 33 	 98 	 33 	
 33 	 99 	 33 	
 33 	 100 	 33 	
 33 	 101 	 33 	
 33 	 102 	 33 	
 33 	 103 	 33 	
 33 	 104 	 33 	
 33 	 105 	 33 	
 33 	 106 	 34 	
 33 	 107 	 34 	
 33 	 108 	 34 	
 33 	 109 	 34 	
 33 	 110 	 34 	
 33 	 111 	 34 	
 33 	 112 	 34 	
 33 	 113 	 34 	
 33 	 114 	 34 	
 33 	 115 	 34 	
 33 	 116 	 34 	
 33 	 117 	 34 	
 33 	 118 	 34 	
 33 	 119 	 34 	
 33 	 120 	 34 	
 33 	 121 	 34 	
 34 	 1 	 9 	
 34 	 2 	 11 	
 34 	 3 	 12 	
 34 	 4 	 15 	
 34 	 5 	 17 	
 34 	 6 	 18 	
 34 	 7 	 18 	
 34 	 8 	 18 	
 34 	 9 	 19 	
 34 	 10 	 20 	
 34 	 11 	 20 	
 34 	 12 	 20 	
 34 	 13 	 20 	
 34 	 14 	 20 	
 34 	 15 	 20 	
 34 	 16 	 20 	
 34 	 17 	 20 	
 34 	 18 	 20 	
 34 	 19 	 20 	
 34 	 20 	 21 	
 34 	 21 	 21 	
 34 	 22 	 21 	
 34 	 23 	 21 	
 34 	 24 	 21 	
 34 	 25 	 21 	
 34 	 26 	 21 	
 34 	 27 	 21 	
 34 	 28 	 21 	
 34 	 29 	 22 	
 34 	 30 	 22 	
 34 	 31 	 22 	
 34 	 32 	 22 	
 34 	 33 	 23 	
 34 	 34 	 23 	
 34 	 35 	 23 	
 34 	 36 	 23 	
 34 	 37 	 24 	
 34 	 38 	 24 	
 34 	 39 	 24 	
 34 	 40 	 24 	
 34 	 41 	 24 	
 34 	 42 	 25 	
 34 	 43 	 25 	
 34 	 44 	 26 	
 34 	 45 	 27 	
 34 	 46 	 27 	
 34 	 47 	 27 	
 34 	 48 	 28 	
 34 	 49 	 28 	
 34 	 50 	 28 	
 34 	 51 	 29 	
 34 	 52 	 29 	
 34 	 53 	 29 	
 34 	 54 	 29 	
 34 	 55 	 29 	
 34 	 56 	 30 	
 34 	 57 	 30 	
 34 	 58 	 30 	
 34 	 59 	 31 	
 34 	 60 	 31 	
 34 	 61 	 31 	
 34 	 62 	 31 	
 34 	 63 	 31 	
 34 	 64 	 31 	
 34 	 65 	 31 	
 34 	 66 	 31 	
 34 	 67 	 31 	
 34 	 68 	 31 	
 34 	 69 	 31 	
 34 	 70 	 31 	
 34 	 71 	 31 	
 34 	 72 	 31 	
 34 	 73 	 31 	
 34 	 74 	 31 	
 34 	 75 	 31 	
 34 	 76 	 31 	
 34 	 77 	 32 	
 34 	 78 	 32 	
 34 	 79 	 32 	
 34 	 80 	 32 	
 34 	 81 	 32 	
 34 	 82 	 32 	
 34 	 83 	 32 	
 34 	 84 	 32 	
 34 	 85 	 32 	
 34 	 86 	 32 	
 34 	 87 	 32 	
 34 	 88 	 32 	
 34 	 89 	 32 	
 34 	 90 	 32 	
 34 	 91 	 32 	
 34 	 92 	 32 	
 34 	 93 	 32 	
 34 	 94 	 32 	
 34 	 95 	 32 	
 34 	 96 	 32 	
 34 	 97 	 32 	
 34 	 98 	 32 	
 34 	 99 	 32 	
 34 	 100 	 32 	
 34 	 101 	 33 	
 34 	 102 	 33 	
 34 	 103 	 33 	
 34 	 104 	 33 	
 34 	 105 	 33 	
 34 	 106 	 33 	
 34 	 107 	 33 	
 34 	 108 	 34 	
 34 	 109 	 34 	
 34 	 110 	 34 	
 34 	 111 	 34 	
 34 	 112 	 34 	
 34 	 113 	 34 	
 34 	 114 	 34 	
 34 	 115 	 34 	
 34 	 116 	 34 	
 34 	 117 	 34 	
 34 	 118 	 34 	
 34 	 119 	 34 	
 34 	 120 	 34 	
 34 	 121 	 34 	
 35 	 1 	 3 	
 35 	 2 	 7 	
 35 	 3 	 10 	
 35 	 4 	 12 	
 35 	 5 	 13 	
 35 	 6 	 14 	
 35 	 7 	 15 	
 35 	 8 	 16 	
 35 	 9 	 17 	
 35 	 10 	 19 	
 35 	 11 	 20 	
 35 	 12 	 20 	
 35 	 13 	 22 	
 35 	 14 	 22 	
